caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1880413630,3.516057278287394,1982,Man,High school graduate,White,No,Yes,Independent,Independent,Virginia,not selected,not selected,not selected,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Somewhat Liberal,Middle of the Road,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1880427670,0.7000731805116569,1977,Man,Post-grad,White,No,Yes,Independent,Lean Democrat,Pennsylvania,selected,selected,selected,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Oppose,Support,Oppose,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,White,Not sure,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
1880426270,0.5650960186940753,1946,Man,4-year,White,No,Yes,Independent,Lean Democrat,Alabama,selected,not selected,not selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Not sure,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Oppose,Support,Support,Middle of the Road,Very Conservative,Very Liberal,Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
1880426918,0.6981641194911368,1954,Woman,4-year,White,No,Yes,Democrat,Not very strong Democrat,Virginia,selected,not selected,not selected,Good,Republican,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Not sure,Strongly approve,Oppose,Support,Support,Middle of the Road,Conservative,Liberal,Liberal,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Hispanic,Not sure,White,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree
1880427010,0.6807911954056005,1945,Woman,4-year,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,not selected,not selected,selected,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Oppose,Support,Support,Somewhat Liberal,Somewhat Liberal,Middle of the Road,Somewhat Liberal,Oppose,Oppose,Support,,Oppose,Oppose,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree
1886396202,0.955383836646073,1958,Man,2-year,White,No,Yes,Independent,Lean Republican,Alabama,not selected,selected,not selected,Good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Somewhat disapprove,Support,Oppose,Support,Somewhat Conservative,Somewhat Conservative,Very Liberal,Very Liberal,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,,White,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree
1880426532,0.5847278412636413,1944,Man,4-year,White,No,Yes,Republican,Not very strong Republican,Alaska,,,,Very good,Republican,Other Party / Independent,Republicans,Neither,Republicans,Oppose,Republican,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Support,Support,Support,Very Conservative,Somewhat Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree
1880425920,1.276199959321813,1943,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Virginia,not selected,selected,not selected,Fair,Republican,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Support,Oppose,Support,Conservative,Conservative,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Black,White,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
1882735588,0.01833113133164588,1999,Woman,High school graduate,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Good,Republican,Not sure,Republicans,Not sure,Not sure,Support,Democrat,Democrat,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Somewhat approve,Oppose,Support,Oppose,Somewhat Liberal,Not sure,Middle of the Road,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,,,,,,,,,
1880429758,0.8985281508787735,1967,Woman,No HS,White,No,Yes,Democrat,Not very strong Democrat,Virginia,not selected,not selected,selected,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Oppose,Support,Support,Somewhat Conservative,Very Conservative,Middle of the Road,Liberal,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Black,White,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
1882687734,5.042951849080026,1954,Woman,High school graduate,Black,No,Don't know,Not sure,Not sure,Alabama,,,,Good,Republican,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Support,Support,Oppose,Not sure,Not sure,Not sure,Not sure,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,,,,,,,,,
1880411878,1.328655887253664,1953,Man,4-year,White,No,Yes,Other,Lean Republican,Alabama,,,,Excellent,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Support,Oppose,Support,Very Conservative,Somewhat Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,,White,,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
1880403566,2.608963262934007,1981,Man,Some college,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Support,Support,Support,Somewhat Conservative,Liberal,Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree
1880953258,1.365021277774878,1996,Woman,Post-grad,Two or more races,Yes,Yes,Democrat,Strong Democrat,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Democrat,Somewhat disapprove,Not sure,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat approve,Oppose,Support,Oppose,Very Liberal,Conservative,Somewhat Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,,Support,Support,Support,Black,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1870932944,0.4775079169266498,1978,Woman,4-year,White,No,Yes,Republican,Not very strong Republican,Alabama,not selected,selected,not selected,Poor,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,,White,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
1880953034,0.01560401035995662,2001,Woman,4-year,White,No,Yes,Independent,Independent,Virginia,,,,Very good,Republican,Not sure,Not sure,Not sure,Not sure,Support,Democrat,Not sure,Somewhat disapprove,Strongly disapprove,Not sure,Somewhat approve,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Somewhat Conservative,Liberal,Very Liberal,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,,,,,,,,,
1880937954,0.04300232744247188,1956,Woman,High school graduate,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,,,,Very good,Republican,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Not sure,Oppose,Support,Oppose,Middle of the Road,Very Liberal,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,,,,,,,,,
1880405952,0.4980740770108474,1958,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Not sure,Not sure,Support,Support,Support,Very Conservative,Very Liberal,Somewhat Liberal,Very Liberal,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,Not sure,,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree
1880412812,0.7682907517424437,1954,Woman,Some college,Other,No,Yes,Republican,Strong Republican,Virginia,not selected,selected,not selected,Very good,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Very Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree
1880428694,0.7000731805116569,1971,Man,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,selected,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Oppose,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1879884380,0.05523595169734253,1955,Woman,2-year,White,No,Yes,Other,Independent,Alabama,,,,Good,Republican,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Somewhat Conservative,Somewhat Liberal,Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,,Not sure,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree
1880402806,0.6981641194911368,1956,Woman,4-year,White,No,Yes,Independent,Lean Democrat,Virginia,,,,Fair,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Somewhat Liberal,Very Conservative,Middle of the Road,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,White,White,,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree
1882436198,0.05210754902682924,1971,Woman,High school graduate,Black,No,Yes,Democrat,Not very strong Democrat,Alabama,,,,Good,Never Heard of Person,Never Heard of Person,Not sure,Neither,Democrats,Support,Democrat,Not sure,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat approve,Strongly approve,Somewhat disapprove,Oppose,Support,Support,Middle of the Road,Very Conservative,Liberal,Very Liberal,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,,,,,,,,,
1880427482,0.85409402660019,1948,Woman,Post-grad,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Oppose,Support,Support,Very Liberal,Conservative,Somewhat Liberal,Liberal,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,White,White,White,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree
1880969734,0.251585591949071,1971,Woman,High school graduate,White,No,Yes,Independent,Lean Democrat,Virginia,,,,Good,Republican,Republican,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Support,Conservative,Conservative,Conservative,Conservative,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
1886257990,1.4281926574553,1997,Man,4-year,White,No,Yes,Republican,Strong Republican,Alabama,selected,selected,not selected,Good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Oppose,Support,Oppose,Very Conservative,Very Conservative,Very Liberal,Very Liberal,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,,,,,,,,,
1880426806,1.032237153940348,1972,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Not sure,Support,Support,Support,Conservative,Very Liberal,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree
1880429600,0.6977881670031156,1961,Woman,2-year,White,No,Yes,Independent,Lean Democrat,Virginia,,,,Good,Republican,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Not sure,Somewhat disapprove,Oppose,Support,Oppose,Middle of the Road,Somewhat Conservative,Somewhat Liberal,Very Liberal,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,White,White,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree
1880410514,0.7048970402890549,1941,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Not sure,Oppose,Support,Support,Liberal,Middle of the Road,Somewhat Liberal,Middle of the Road,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,White,White,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1885739712,2.037972910664521,1994,Woman,High school graduate,Black,No,No,Independent,Independent,Virginia,,,,Very good,Never Heard of Person,Never Heard of Person,Not sure,Not sure,Not sure,Support,Never Heard of Person,Never Heard of Person,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Support,Support,Very Conservative,Not sure,Middle of the Road,Liberal,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,,,,,,,,,
1880969494,0.6636785539814181,1966,Woman,Post-grad,White,No,Yes,Independent,Lean Republican,North Dakota,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Oppose,Conservative,Middle of the Road,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Not sure,White,White,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree
1880429798,0.4211770744474888,1949,Man,Post-grad,White,No,Yes,Independent,Independent,Virginia,,,,Fair,Not sure,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Not sure,Not sure,Somewhat approve,Oppose,Support,Support,Middle of the Road,Not sure,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,White,Not sure,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1883059070,2.575514632663393,1963,Woman,High school graduate,Black,No,No,Republican,Strong Republican,Virginia,,,,Fair,Republican,Democrat,Republicans,Republicans,Democrats,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Support,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,,,,,,,,,
1880407912,0.1422401232893725,1971,Man,4-year,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Very good,Never Heard of Person,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Not sure,Somewhat approve,Not sure,Not sure,Somewhat approve,Oppose,Support,Support,Somewhat Conservative,Not sure,Liberal,Very Liberal,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Not sure,White,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
1880969762,0.2681341731732257,1973,Woman,4-year,Black,No,Yes,Democrat,Not very strong Democrat,Alabama,not selected,selected,not selected,Fair,Republican,Republican,Democrats,Democrats,Democrats,Oppose,Not sure,Democrat,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Liberal,Conservative,Liberal,Liberal,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Black,Not sure,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
1880413392,0.6981641194911368,1955,Woman,4-year,White,No,Yes,Independent,Independent,Virginia,,,,Very good,Republican,Democrat,Democrats,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Support,Support,Oppose,Middle of the Road,Very Conservative,Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree
1879727274,0.8759906931132664,1949,Woman,Some college,White,No,Yes,Independent,Lean Republican,Pennsylvania,selected,selected,not selected,Fair,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Not sure,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Not sure,Support,Support,Support,Somewhat Conservative,Very Liberal,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Not sure,White,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree
1880408358,0.5740883537785352,1975,Woman,High school graduate,White,No,Yes,Independent,Independent,Pennsylvania,not selected,not selected,not selected,Fair,Republican,Democrat,Democrats,Not sure,Not sure,Oppose,Republican,Not sure,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat approve,Not sure,Not sure,Support,Support,Oppose,Middle of the Road,Somewhat Liberal,Liberal,Very Liberal,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,White,White,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
1880428020,0.5847278412636413,1949,Man,4-year,White,No,Yes,Republican,Strong Republican,Alaska,not selected,selected,not selected,Fair,Republican,Not sure,Republicans,Democrats,Republicans,Support,Republican,Democrat,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Support,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Other,White,,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree
1880405704,1.007474552742927,1958,Woman,4-year,White,No,Yes,Democrat,Not very strong Democrat,Virginia,not selected,not selected,not selected,Excellent,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Not sure,Not sure,White,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
1880917354,0.1049915353674234,2004,Woman,High school graduate,Hispanic,Yes,Yes,Independent,Independent,Pennsylvania,selected,not selected,not selected,Fair,Not sure,Democrat,Neither,Republicans,Republicans,Support,Not sure,Not sure,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Support,Support,Support,Middle of the Road,Not sure,Liberal,Liberal,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,White,White,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1879818378,0.07079259184369868,1952,Woman,2-year,White,No,Yes,Independent,Independent,Alabama,,,,Fair,Republican,Republican,Not sure,Not sure,Not sure,Support,Not sure,Republican,Strongly disapprove,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Oppose,Support,Support,Middle of the Road,Conservative,Somewhat Liberal,Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,,White,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
1880426108,0.3193944026435339,1957,Man,Some college,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Excellent,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Middle of the Road,Conservative,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Black,White,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree
1880405434,0.5878857408331813,1951,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Oppose,Very Liberal,Very Conservative,Liberal,Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Not sure,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1880428280,1.215524342112838,1955,Woman,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Poor,Democrat,Democrat,Democrats,Republicans,Democrats,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Very Liberal,Somewhat Liberal,Middle of the Road,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1880406370,0.1650164312923003,1984,Man,Post-grad,White,Yes,Yes,Republican,Strong Republican,Alabama,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Support,Oppose,Support,Very Conservative,Middle of the Road,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,,White,,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1879796844,2.742663201161508,1990,Woman,4-year,Asian,No,No,Not sure,Not sure,Pennsylvania,,,,Good,Not sure,Democrat,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Not sure,Conservative,Not sure,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Not sure,Not sure,,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree
1880413674,1.378709428476765,1965,Woman,2-year,White,No,Yes,Republican,Strong Republican,Alabama,not selected,selected,not selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Support,Support,Support,Conservative,Very Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,White,White,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
1880409962,0.6981641194911368,1946,Woman,4-year,White,No,Yes,Independent,Lean Democrat,Virginia,not selected,not selected,not selected,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Not sure,Oppose,Support,Support,Somewhat Liberal,Conservative,Liberal,Liberal,Support,Support,Support,,,Support,Support,Support,Support,Support,White,Not sure,White,Strongly agree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree
1880405072,0.394429114487425,1957,Man,4-year,Other,No,Yes,Other,Lean Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Not sure,Support,Oppose,Support,Conservative,Very Liberal,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Not sure,White,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree
